idhh	dwt	ils_dispy	ils_origy	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicee	ils_sicer	ils_sicse	ils_bennt
8622	799,76	2256,78	-7	2263,78	675	0	0	0	0	0	375
8623	799,76	1903,18	1248,31	742	1350	0	0	47,37	94,75	39,76	750
8624	799,76	1695,54	1004,09	742	1350	0	0	50,55	101,11	0	750
8625	799,76	2255,4	-10	2265,4	675	0	0	0	0	0	375
8626	2909,15	1128,32	402,55	746	1350	0	0	20,23	40,46	0	750
8627	2909,15	2053,65	-10	2063,65	2025	0	0	0	0	0	1125
8628	2909,15	2234,38	494,68	1764,99	1586,28	0	0	25,28	50,57	0	986,28
8629	2909,15	1422,18	714,08	744	1350	0	0	35,9	71,81	0	750
8630	2909,15	2550,98	1119,4	1488	2700	0	0	56,42	112,84	0	1500
8631	2909,15	1315,48	601,82	744	1350	0	0	30,34	60,68	0	750
8632	2909,15	1316,29	278,55	1051,97	1659,97	0	0	14,23	28,45	0	1059,97
8633	2909,15	1889,62	-4	1893,62	8,04	0	0	0	0	0	8,04
8634	2909,15	1073,91	347,54	744	1350	0	0	17,63	35,25	0	750
8635	785,9	936,01	-2	938,01	2,01	0	0	0	0	0	2,01
8636	785,9	2738,6	1739,75	1117	2025	0	0	68	136	50,15	1125
8637	785,9	916,62	574,5	371	675	0	0	28,87	57,75	0	375
8638	785,9	1607,39	1302,04	371	675	0	0	65	130	0,66	375
8639	785,9	4560,38	4992,42	-6	0	21,9	21,9	115,97	231,94	288,17	0
8640	785,9	2323,26	1702,08	706,33	0	0	0	85,15	170,31	0	0
8641	989,35	1316,25	-4	1320,25	683,04	0	0	0	0	0	383,04
8642	989,35	1985,98	997,43	1119	2025	0	0	0	0	130,45	1125
8643	989,35	1881,46	-3	1884,46	6,04	0	0	0	0	0	6,04
8644	989,35	817,11	77,55	746	1350	0	0	2,52	5,04	3,91	750
8645	989,35	1895,25	21,09	1875,42	0	0	0	1,25	2,51	0	0
8646	989,35	936,01	-2	938,01	2,01	0	0	0	0	0	2,01
8647	989,35	1875,04	-3	1878,04	6,04	0	0	0	0	0	6,04
8648	989,35	1599,16	293	1345,16	252,16	0	0	0	0	39	252,16
8649	850,71	2574,9	1716,32	944,65	0	0,1	0,1	85,97	171,93	0	0
8650	850,71	1504,45	406	1119	2025	0	0	20,55	41,1	0	1125
8651	850,71	1326,39	12,79	1315,79	675	0	0	0	0	2,18	375
8652	850,71	942,8	-2	944,8	2,01	0	0	0	0	0	2,01
8653	850,71	3795,32	-8	3803,32	32,16	0	0	0	0	0	32,16
8654	850,71	8795,48	7737,22	1506,33	0	60,96	60,96	387,11	774,22	0	0
8655	2306,78	36069,19	40854,36	5964,41	0	8701,27	8701,27	2039,55	4079,1	8,76	0
8656	2306,78	1147,73	452,67	742	1350	0	0	7,93	15,87	39	750
8657	2306,78	17458,53	19880,1	3180,68	0	4608,14	4608,14	994,11	1988,21	0	0
8658	1408,79	2677,41	2837,59	-10	0	0	0	137,18	274,36	13	0
8659	1408,79	3564,78	1900,38	1855	3375	0	0	36,58	73,16	154,02	1875
8660	1408,79	5873,48	-5	6330,19	0	451,71	451,71	0	0	0	0
8661	1408,79	3321,32	382,5	2958,29	1662,73	0	0	19,48	38,95	0	1062,73
8662	1408,79	3068,03	2239,63	940,78	0	0	0	112,38	224,76	0	0
8663	1408,79	2234,5	1566,9	746	1350	0	0	78,39	156,79	0	750
8664	1408,79	3776,56	-12	3788,56	0	0	0	0	0	0	0
8665	2705,14	1571,17	264,99	1319,48	675	0	0	13,3	26,6	0	375
8666	2705,14	1879,5	513,54	1393,44	675	0	0	25,28	50,56	2,2	375
8667	2705,14	373,01	-2	375,01	677,01	0	0	0	0	0	377,01
8668	2705,14	2657,54	811,3	1887,78	0	0	0	40,44	80,89	1,1	0
8669	2705,14	1516,16	-8	1524,16	2732,16	0	0	0	0	0	1532,16
8670	2705,14	1629,14	943,24	740	1350	0	0	43,56	87,12	10,54	750
8671	2705,14	1633,8	998,2	746	1350	0	0	0	0	110,4	750
8672	1377,68	1071,28	374,49	746	1350	0	0	0	0	49,2	750
8673	1377,68	946,49	-2	948,49	2,01	0	0	0	0	0	2,01
8674	1377,68	1639,11	942,48	744	1350	0	0	47,37	94,75	0	750
8675	1377,68	6011	286,33	5739,84	6657,84	0	0	15,17	30,33	0	5757,84
8676	1377,68	1304,33	596,66	738	1350	0	0	30,33	60,67	0	750
8677	1377,68	1900,44	-4	1904,44	8,04	0	0	0	0	0	8,04
8678	1377,68	2176,8	1205,62	1113	2025	0	0	10,13	20,26	131,69	1125
8679	1377,68	1545,46	326,36	1235,72	2143,72	0	0	16,62	33,24	0	1243,72
8680	945,54	5355,35	5961,06	-8	0	250,81	250,81	268,01	536,02	78,89	0
8681	945,54	450,19	89,02	373	675	0	0	0	0	11,83	375
8682	945,54	2668,43	1974,54	938,65	0	0	0	8,1	16,21	236,66	0
8683	945,54	3916,28	942	3031,1	0	9,62	9,62	47,2	94,4	0	0
8684	945,54	2010,6	938,79	1119	2025	0	0	47,19	94,38	0	1125
8685	945,54	1532,99	476,75	1119	2025	0	0	0	0	62,76	1125
8686	945,54	3444,41	470,63	3045,93	0	10,45	10,45	0	0	61,7	0
8687	945,54	2236,42	1248,9	1111	2025	0	0	25,27	50,55	98,21	1125
8688	445,58	2899,05	3166,68	-6	0	0	0	94,02	188,04	167,6	0
8689	445,58	-1,99	-1	-0,99	1,01	0	0	0	0	0	1,01
8690	445,58	2788,97	-5	2819,69	15,09	25,72	25,72	0	0	0	15,09
8691	445,58	5388,98	2546,45	2985,5	0	142,97	142,97	0	0	0	0
8692	445,58	4758,11	5296	-4	0	193,94	193,94	14,95	29,9	325	0
8693	816,1	1789,83	1203	744	1350	0	0	0	0	157,17	750
8694	816,1	1934,46	940,65	1117	2025	0	0	0	0	123,19	1125
8695	816,1	1920	1246,77	740	1350	0	0	60,22	120,44	6,54	750
8696	816,1	2482,2	653,39	1914,27	0	0	0	0	0	85,46	0
8697	816,1	356,47	-8,31	365	675	0	0	0	0	0,22	375
8698	816,1	1543,17	447,97	1119	2025	0	0	21,85	43,7	1,95	1125
8699	816,1	3068,36	2059,8	1115	2025	0	0	101,48	202,96	4,96	1125
8700	767,86	4061,56	3587,61	940,86	0	0	0	0	0	466,91	0
8701	767,86	3193,26	3385,08	-2	0	20,52	20,52	169,3	338,61	0	0
8702	767,86	2283,68	1226,19	1119	2025	0	0	61,51	123,02	0	1125
8703	767,86	2343,37	2089,11	367	675	0	0	99,77	199,53	12,97	375
8704	767,86	2860,96	1841,18	1113	2025	0	0	92,14	184,29	1,08	1125
8705	767,86	2334,93	1092,39	1321,14	675	0	0	39,8	79,59	38,8	375
8706	767,86	3175,37	2012,68	1273,38	675	0	0	94,52	189,03	16,17	375
8707	767,86	2182,7	990,9	1321,14	675	0	0	0	0	129,34	375
8708	767,86	2584,75	587,71	2061,92	2025	0	0	7,93	15,86	56,95	1125
8709	1363,79	811,36	-2	813,36	4,04	0	0	0	0	0	4,04
8710	1803,88	963,79	242,14	746	1350	0	0	4,62	9,25	19,72	750
8711	1803,88	2005,85	114,34	1907,28	966,8	0	0	0	0	15,77	966,8
8712	1803,88	1178,27	74,2	1113	2025	0	0	1,26	2,52	7,67	1125
8713	1803,88	946,49	-1	947,49	1,01	0	0	0	0	0	1,01
8714	1803,88	2283,34	18,7	2265,78	675	0	0	1,13	2,27	0	375
8715	1803,88	2305,66	40,03	2267,78	675	0	0	2,15	4,3	0	375
8716	1803,88	2766,93	232,66	2546,4	3158,4	0	0	12,13	24,27	0	2558,4
8717	1803,88	1893,79	-2	1895,79	2,01	0	0	0	0	0	2,01
8718	1134,34	2931,7	1096,77	1890,12	0	0	0	55,19	110,38	0	0
8719	1134,34	1088,72	149,51	939,21	0	0	0	0	0	0	0
8720	1134,34	2304,5	2430,11	-4	0	0	0	121,61	243,21	0	0
8721	1134,34	680,11	-5	685,11	675	0	0	0	0	0	375
8722	1134,34	1317	-8	1325	675	0	0	0	0	0	375
8723	1134,34	3153,7	3304,33	-6	0	0	0	137,7	275,4	6,93	0
8724	1134,34	1591	1291	365	675	0	0	65	130	0	375
8725	1134,34	1569,59	1263,36	371	675	0	0	62,17	124,34	2,6	375
8726	1085,55	3310,09	1223,78	2147,8	1350	0	0	61,49	122,98	0	750
8727	1085,55	1711,5	1031,55	740	1350	0	0	47,01	94,02	13,04	750
8728	1085,55	2265,31	13,72	2252,42	675	0	0	0,84	1,67	0	375
8729	1085,55	786,5	45	744	1350	0	0	2,5	5	0	750
8730	1085,55	1947,86	1659,96	371	675	0	0	83,1	166,2	0	375
8731	1085,55	1801	790	1115	2025	0	0	0	0	104	1125
8732	1085,55	1716	1093	742	1350	0	0	15	30	104	750
8733	1410,47	2704,24	501,68	2268,3	675	0	0	0	0	65,74	375
8734	1410,47	6227,57	6880,65	-4	0	87,42	87,42	65,74	131,48	495,92	0
8735	1410,47	1229,19	903,52	371	675	0	0	45,33	90,65	0	375
8736	1410,47	2143,75	1473,63	744	1350	0	0	73,88	147,76	0	750
8737	1410,47	8573,63	1511,05	7852,51	0	592,72	592,72	0	0	197,22	0
8738	1410,47	4246,23	4670,4	-6	0	0	0	93,17	186,34	325	0
8739	1410,47	2852,53	3028,27	-6	0	18,08	18,08	151,66	303,33	0	0
8740	1162,8	1064,98	733,57	369	675	0	0	18,5	36,99	19,1	375
8741	1162,8	373,01	-2	375,01	677,01	0	0	0	0	0	377,01
8742	1162,8	1351,33	637,24	746	1350	0	0	31,91	63,82	0	750
8743	1162,8	939,22	-2	941,22	2,01	0	0	0	0	0	2,01
8744	1162,8	1893	597	1326	675	0	0	30	60	0	375
8745	1162,8	1612,59	144	1488,09	2394,09	0	0	0	0	19,5	1494,09
8746	1162,8	2397,58	2609	-6	0	0	0	84	168	121,42	0
8747	1162,8	2292,41	1632,18	744	1350	0	0	80,5	161,01	3,26	750
8748	863,94	1909	1616,89	373	675	0	0	80,89	161,79	0	375
8749	863,94	2474,46	-8	2489,32	0	6,86	6,86	0	0	0	0
8750	863,94	2277,96	-6	2283,96	693,09	0	0	0	0	0	393,09
8751	863,94	1307,48	-8	1315,48	675	0	0	0	0	0	375
8752	863,94	2880,75	2042,65	940,48	0	0	0	102,38	204,76	0	0
8753	863,94	2397,18	2526,73	-2	0	1,16	1,16	126,39	252,77	0	0
8754	863,94	3695,7	1003,09	2824,05	0	0	0	0	0	131,44	0
8755	863,94	4706,57	-4	4878,94	8,04	168,37	168,37	0	0	0	8,04
8756	1884	2160,9	2278,95	-4	0	0	0	114,05	228,09	0	0
8757	1884	734	-8	742	1350	0	0	0	0	0	750
8758	1884	1921,72	-8	1929,72	32,16	0	0	0	0	0	32,16
8759	1884	2009,2	1392,91	742	1350	0	0	35,17	70,35	90,54	750
8760	1884	2291,44	-8	2299,44	707,16	0	0	0	0	0	407,16
8761	1884	1869,84	1976,99	-8	0	0	0	99,15	198,3	0	0
8762	1884	4408,08	4950,66	-8	0	16,24	16,24	0	0	518,35	0
8763	644,98	1707,32	1012,02	746	1350	0	0	50,7	101,4	0	750
8764	644,98	1893,28	1609,19	365	675	0	0	80,91	161,82	0	375
8765	644,98	2488,25	1875,2	744	1350	0	0	0	0	130,94	750
8766	644,98	2278,4	1617,52	742	1350	0	0	81,13	162,25	0	750
8767	644,98	1656,92	1353,76	371	675	0	0	67,84	135,68	0	375
8768	644,98	2202,51	1612	744	1350	0	0	35,45	70,9	118,04	750
8769	644,98	2696,87	1665,61	1115	2025	0	0	83,73	167,46	0	1125
8770	644,98	2848,57	2417,34	746	1350	0	0	0	0	314,77	750
8771	722,89	1313,26	112,97	1206,19	1812,19	0	0	5,9	11,8	0	1212,19
8772	722,89	1879,26	1199,69	740	1350	0	0	60,43	120,87	0	750
8773	722,89	1722,41	697,07	1117	2025	0	0	0	0	91,66	1125
8774	722,89	1159,67	904,52	373	675	0	0	0	0	117,85	375
8775	722,89	1793,57	1204,7	746	1350	0	0	0	0	157,13	750
8776	722,89	1221,44	500,62	746	1350	0	0	25,18	50,36	0	750
8777	1063,53	1270,76	560,34	744	1350	0	0	24,94	49,88	8,65	750
8778	1063,53	1601,88	307,86	1309,71	2217,71	0	0	15,69	31,39	0	1317,71
8779	1063,53	2572,03	294,44	2297,36	675	0	0	11,97	23,94	7,8	375
8780	1063,53	457,56	97,49	373	675	0	0	0	0	12,93	375
8781	1063,53	4493,61	4972,5	-4	0	149,89	149,89	0	0	325	0
8782	1063,53	457,56	97,49	373	675	0	0	0	0	12,93	375
8783	747,04	1782,4	1095,47	742	1350	0	0	55,07	110,15	0	750
8784	747,04	1673,96	1495,5	373	675	0	0	0	0	194,55	375
8785	747,04	1506,19	1192,88	373	675	0	0	59,69	119,39	0	375
8786	747,04	2265,37	2386,76	-2	0	0	0	119,39	238,78	0	0
8787	747,04	2249,14	977	1321,14	675	0	0	49	98	0	375
8788	747,04	1895,1	1612,8	365	675	0	0	80	160,01	2,69	375
8789	747,04	1930,07	2040,34	-8	0	0	0	102,27	204,53	0	0
8790	747,04	3557,91	767,83	2835,76	0	0	0	19,9	39,8	25,78	0
8791	547,29	2084,86	1804,17	371	675	0	0	90,31	180,62	0	375
8792	547,29	4064,71	1329,58	2802,21	3375	0	0	67,08	134,16	0	1875
8793	547,29	1538,91	839,22	742	1350	0	0	42,31	84,62	0	750
8794	547,29	2174,36	350	1842,36	2454,36	0	0	18	36	0	1854,36
8795	547,29	3040,55	3504	-8	0	0	0	0	0	455,45	0
8796	547,29	947	-4	951	0	0	0	0	0	0	0
8797	547,29	2306	1691	740	1350	0	0	60	120	65	750
8798	547,29	3814,1	1295,93	2609	4725	0	0	49,58	99,17	41,24	2625
8799	834,25	2270,58	1242,08	1115	2025	0	0	47,59	95,18	38,91	1125
8800	834,25	2346,75	689,43	1692,14	1350	0	0	34,82	69,64	0	750
8801	834,25	1897,29	-2	1899,29	2,01	0	0	0	0	0	2,01
8802	834,25	1630,67	1328,33	369	675	0	0	66,67	133,33	0	375
8803	834,25	948,15	-2	950,15	2,01	0	0	0	0	0	2,01
8804	834,25	2067,22	1390,86	746	1350	0	0	69,64	139,29	0	750
8805	834,25	2615,48	1488,35	1321,14	675	0	0	0	0	194,01	375
8806	1971,54	2289,48	95,89	2198,63	1863,42	0	0	5,04	10,09	0	1263,42
8807	1971,54	1792,08	1103,45	744	1350	0	0	55,37	110,74	0	750
8808	1971,54	1528,85	824,15	746	1350	0	0	41,31	82,62	0	750
8809	1971,54	1706,2	1013,05	744	1350	0	0	50,85	101,71	0	750
8810	1971,54	1909,64	1229,41	742	1350	0	0	61,77	123,54	0	750
8811	1971,54	2356	2094	367	675	0	0	105	210	0	375
8812	1971,54	1904,28	-4	1908,28	8,04	0	0	0	0	0	8,04
8813	1971,54	815	75	744	1350	0	0	4	8	0	750
8814	1971,54	734	-8	742	1350	0	0	0	0	0	750
8815	733,14	3655,38	3023,78	940,65	0	0	0	53,1	106,19	255,95	0
8816	733,14	1604,89	300,41	1319,65	675	0	0	15,17	30,34	0	375
8817	733,14	4516,67	5050,83	-6	0	203,16	203,16	0	0	325	0
8818	733,14	3726,2	4043,47	-4	0	30,08	30,08	151,71	303,41	131,48	0
8819	733,14	2867,44	944,65	1970,17	0	0	0	47,38	94,77	0	0
8820	733,14	1652,04	953,88	746	1350	0	0	47,84	95,69	0	750
8821	733,14	3421,92	305,6	3132,06	3397,27	0	0	15,73	31,46	0	2197,27
8822	733,14	3510,56	2794,53	936,79	0	0	0	89,4	178,81	131,36	0
8823	733,14	3916,22	4228,43	-4	0	0	0	151,09	302,17	157,13	0
8824	914,57	1214,22	161,28	1061,25	1667,25	0	0	8,31	16,63	0	1067,25
8825	914,57	2557,32	1911,18	742	1350	0	0	95,86	191,72	0	750
8826	914,57	2349,56	986,9	1492	2700	0	0	0	0	129,34	1500
8827	914,57	1931,38	-4	1935,38	8,04	0	0	0	0	0	8,04
8828	914,57	2820,76	-10	2830,76	0	0	0	0	0	0	0
8829	914,57	2509,49	2773,29	-6	0	0	0	64,45	128,9	193,35	0
8830	789,48	3302,93	3650,24	-8	0	0	0	76,36	152,72	262,95	0
8831	789,48	2766	2523,42	369	675	0	0	126,42	252,84	0	375
8832	789,48	985,41	704,07	373	675	0	0	0	0	91,66	375
8833	789,48	1752,46	1064,68	746	1350	0	0	50,36	100,73	7,86	750
8834	1019,14	2835,29	3066,54	-6	0	0	0	108,7	217,4	116,55	0
8835	1019,14	2909,66	1885,12	1119	2025	0	0	94,46	188,91	0	1125
8836	1019,14	8908,84	5314,29	4037,73	0	177,21	177,21	265,96	531,93	0	0
8837	1019,14	1521,64	1211,31	371	675	0	0	60,67	121,33	0	375
8838	1019,14	2926,29	3155,42	-8	0	0	0	118,41	236,83	102,72	0
8839	1019,14	932,37	588,86	373	675	0	0	29,49	58,99	0	375
8840	711,51	1516,16	-8	1524,16	2732,16	0	0	0	0	0	1532,16
8841	711,51	4856,56	-24	4880,56	5400	0	0	0	0	0	3000
8842	711,51	3774,79	-4	3778,79	8,04	0	0	0	0	0	8,04
8843	711,51	2156,86	2281,27	-10	0	0	0	114,41	228,83	0	0
8844	711,51	2142,9	95,49	2060,34	165,06	0	0	0	0	12,93	165,06
8845	711,51	1055,79	328,46	744	1350	0	0	16,67	33,35	0	750
8846	711,51	1595,73	295,47	1315,19	675	0	0	14,92	29,85	0	375
8847	711,51	739	-5	744	1350	0	0	0	0	0	750
8848	703,57	1222,63	1374,63	-10	0	0	0	23,67	47,34	118,33	0
8849	703,57	3219,5	2243,28	1117	2025	0	0	94,77	189,53	46,02	1125
8850	703,57	1260,11	331,75	972,01	0	0	0	0	0	43,65	0
8851	703,57	1838,92	1203,7	744	1350	0	0	30,22	60,44	78,57	750
8852	703,57	3103,84	482,8	2633,58	1350	0	0	12,54	25,09	0	750
8853	703,57	2956,1	1329,41	1693,36	1350	0	0	66,67	133,34	0	750
8854	703,57	2108,09	250,22	1890,66	0	0	0	0	0	32,79	0
8855	758,59	1506,12	93,34	1417,79	1725,79	0	0	5,02	10,03	0	1425,79
8856	758,59	2947,28	3109,63	-2	0	4,82	4,82	155,53	311,06	0	0
8857	758,59	3217,79	1560,53	1857	3375	0	0	3,33	6,67	196,41	1875
8858	758,59	3568,3	599	3023	2025	0	0	16	32	37,7	1125
8859	758,59	2340,69	2073,46	371	675	0	0	103,77	207,55	0	375
8860	758,59	1400,51	503,22	962,97	0	0	0	0	0	65,68	0
8861	987,79	1880,92	804,44	1117	2025	0	0	40,52	81,04	0	1125
8862	987,79	1359,15	1042,53	369	675	0	0	52,38	104,75	0	375
8863	987,79	1925,24	-6	1931,24	0	0	0	0	0	0	0
8864	987,79	4538,39	4847,9	-6	0	60,92	60,92	242,6	485,19	0	0
8865	987,79	2692,91	2874,68	-2	0	7,38	7,38	125,91	251,81	46,48	0
8866	979,48	3685,73	920,08	2812,01	0	0	0	46,35	92,71	0	0
8867	979,48	2091,06	1210,64	941,1	0	0	0	60,68	121,36	0	0
8868	979,48	3293,61	3528,95	-10	0	0	0	146,46	292,91	78,89	0
8869	979,48	2436,75	1436,42	1113	2025	0	0	47,19	94,38	65,47	1125
8870	979,48	2017,59	1464,79	744	1350	0	0	0	0	191,2	750
8871	979,48	4233,3	4655,63	-6	0	59,75	59,75	31,58	63,17	325	0
8872	979,48	1270,52	-6	1276,52	675	0	0	0	0	0	375
8873	979,48	2180,97	727,76	1490	2700	0	0	36,79	73,58	0	1500
8874	1371,95	1661,94	755,38	944,48	0	0	0	37,92	75,84	0	0
8875	1371,95	827,06	87,69	744	1350	0	0	4,63	9,27	0	750
8876	1371,95	2278,05	-6	2284,05	693,09	0	0	0	0	0	393,09
8877	1371,95	1897	-4	1901	8,04	0	0	0	0	0	8,04
8878	1371,95	2277,87	-6	2283,87	693,09	0	0	0	0	0	393,09
8879	1371,95	1893,79	-2	1895,79	2,01	0	0	0	0	0	2,01
8880	1371,95	2594,07	1689,2	1119	2025	0	0	3,82	7,65	210,31	1125
8881	1371,95	3484,44	2507,88	1119	2025	0	0	115,06	230,12	27,38	1125
8882	665,26	939,22	-2	941,22	2,01	0	0	0	0	0	2,01
8883	665,26	1316,25	-4	1320,25	683,04	0	0	0	0	0	383,04
8884	665,26	1870,42	-6	1876,42	0	0	0	0	0	0	0
8885	665,26	955,37	129,33	843,37	1447,37	0	0	0	0	17,33	847,37
8886	665,26	3515,3	1480,33	2152	0	0	0	47,7	95,4	69,33	0
8887	665,26	3464	1794	1904	0	0	0	0	0	234	0
8888	665,26	1314	-8	1322	675	0	0	0	0	0	375
8889	665,26	1334,09	-6	1340,09	693,09	0	0	0	0	0	393,09
8890	665,26	1910,04	-4	1914,04	8,04	0	0	0	0	0	8,04
8891	1504,2	2349,32	-6	2355,32	693,09	0	0	0	0	0	393,09
8892	1504,2	2692,11	2861,63	-10	0	0	0	133,46	266,92	26,05	0
8893	1504,2	4756,94	212,76	4555,37	3277,79	0	0	11,19	22,38	0	2677,79
8894	1504,2	8541,53	9272,41	-10	0	158,59	158,59	237,29	474,58	325	0
8895	1504,2	-15	-7	-8	0	0	0	0	0	0	0
8896	1504,2	9227,01	10944,86	-4	0	1166,55	1166,55	547,29	1094,59	0	0
8897	1504,2	3678,3	3876,16	-4	0	0	0	193,86	387,72	0	0
8898	982,7	573,73	211,35	373	675	0	0	10,62	21,24	0	375
8899	982,7	2461,96	662,41	1886,96	0	0	0	0	0	87,41	0
8900	982,7	2971,73	1952,66	1117	2025	0	0	97,93	195,87	0	1125
8901	982,7	2832,39	3003,24	-4	0	16,54	16,54	150,31	300,62	0	0
8902	982,7	2058,48	1511,64	744	1350	0	0	0	0	197,16	750
8903	982,7	1603,91	930,92	744	1350	0	0	31,58	63,16	39,43	750
8904	663,42	28270,5	10172,21	22816,52	675	4458,84	4458,84	259,39	518,79	0	375
8905	663,42	10216,54	1988,34	9470,84	0	1142,88	1142,88	99,77	199,53	0	0
8906	663,42	12621,26	15764,2	-2	0	2352,68	2352,68	788,26	1576,52	0	0
8907	663,42	12720,14	14870,96	-4	0	1403,17	1403,17	743,65	1487,3	0	0
8908	914,6	6196,11	6582,16	-12	0	20,25	20,25	314,41	628,82	39,39	0
8909	914,6	2466,69	191,69	2285,03	1941,8	0	0	10,03	20,07	0	1641,8
8910	914,6	1697,3	-6	1703,3	1368,09	0	0	0	0	0	768,09
8911	914,6	1672	-8	1680	1350	0	0	0	0	0	750
8912	914,6	562	199	373	675	0	0	10	20	0	375
8913	914,6	2758,21	996	1892,21	0	0	0	0	0	130	0
8914	914,6	2183,96	1600,17	744	1350	0	0	30,21	60,42	130	750
8915	914,6	2005,81	1326,22	746	1350	0	0	66,41	132,82	0	750
8916	914,6	1908,01	-2	1910,01	2,01	0	0	0	0	0	2,01
8917	849,8	1199,37	315,77	903,09	1511,09	0	0	14,05	28,1	5,44	911,09
8918	849,8	2014,5	1337,58	744	1350	0	0	67,08	134,16	0	750
8919	849,8	1608	994	744	1350	0	0	0	0	130	750
8920	849,8	3246,09	-6	3252,09	693,09	0	0	0	0	0	393,09
8921	849,8	1225,97	155,55	1078,45	1684,45	0	0	8,03	16,05	0	1084,45
8922	849,8	3397	1574	1902	0	0	0	79	158	0	0
8923	849,8	373,01	-2	375,01	677,01	0	0	0	0	0	377,01
8924	849,8	1910,04	-4	1914,04	8,04	0	0	0	0	0	8,04
8925	849,8	1910,04	-4	1914,04	8,04	0	0	0	0	0	8,04
8926	696,48	1204,39	1276,52	-8	0	0	0	64,13	128,25	0	0
8927	696,48	3660,32	396,07	3289,3	0	25,05	25,05	0	0	0	0
8928	696,48	-16	-8	-8	0	0	0	0	0	0	0
8929	696,48	980,68	121,36	859,32	1463,32	0	0	0	0	0	863,32
8930	696,48	1854,85	1958,89	-6	0	0	0	98,04	196,09	0	0
8931	696,48	738	-6	744	1350	0	0	0	0	0	750
8932	696,48	1919,29	1222,86	746	1350	0	0	49,58	99,15	0	750
8933	696,48	1538,15	129,2	1415,55	772,63	0	0	6,61	13,22	0	472,63
8934	696,48	944,93	-2	946,93	2,01	0	0	0	0	0	2,01
8935	404,15	2111,74	2310,24	-4	0	0	0	66,23	132,45	128,27	0
8936	404,15	739	-5	744	1350	0	0	0	0	0	750
8937	404,15	2855,31	625,16	2261,66	675	0	0	31,51	63,02	0	375
8938	404,15	1573,96	1661,12	-4	0	0	0	83,16	166,31	0	0
8939	404,15	3595,38	3513,25	312,12	0	54,18	54,18	175,81	351,63	0	0
8940	404,15	7511,19	-7	7896,16	28,16	377,97	377,97	0	0	0	28,16
8941	404,15	3592,47	3981	-8	0	8,68	8,68	46,85	93,7	325	0
8942	1164	1358,16	-4	1362,16	683,04	0	0	0	0	0	383,04
8943	1164	1480,08	775,03	744	1350	0	0	38,95	77,9	0	750
8944	1164	373,01	-2	375,01	677,01	0	0	0	0	0	377,01
8945	1164	3070,61	497,55	2638,78	1350	0	0	0	0	65,72	750
8946	1164	391,21	19,22	373	675	0	0	1,01	2,02	0	375
8947	1164	1323,43	-4	1327,43	683,04	0	0	0	0	0	383,04
8948	1164	1323,52	-4	1327,52	683,04	0	0	0	0	0	383,04
8949	962	1905,6	-4	1909,6	8,04	0	0	0	0	0	8,04
8950	962	1909,58	-4	1913,58	8,04	0	0	0	0	0	8,04
8951	962	0,04	-4	4,04	8,04	0	0	0	0	0	8,04
8952	962	2691,14	1883,31	942,14	0	0	0	69,64	139,29	64,67	0
8953	962	2116,53	199,28	1944,2	1302,06	0	0	0	0	26,95	1002,06
8954	962	-20	-10	-10	0	0	0	0	0	0	0
8955	443,02	3858,25	-6	3864,25	18,09	0	0	0	0	0	18,09
8956	443,02	2277,82	2404,23	-6	0	0	0	120,41	240,82	0	0
8957	443,02	2116,3	499	1683,21	1350	0	0	0	0	65,91	750
8958	443,02	1433,4	1458,13	-2	0	0	0	22,74	45,47	0	0
8959	443,02	1487,39	782,78	744	1350	0	0	39,39	78,78	0	750
8960	443,02	4361,67	4644	-8	0	41,83	41,83	232,5	465	0	0
8961	443,02	2653,16	2800	-2	0	4,84	4,84	140	280	0	0
8962	806,58	3930,57	1254,79	2839,29	0	0	0	0	0	163,51	0
8963	806,58	4669,91	5063,01	-6	0	133,74	133,74	253,35	506,7	0	0
8964	806,58	1940,19	1375,83	744	1350	0	0	0	0	179,64	750
8965	806,58	2764,43	1005,09	1890,78	0	0	0	0	0	131,44	0
8966	806,58	3773,71	105,67	3683,34	4595,34	0	0	0	0	15,3	3695,34
8967	806,58	1316,04	-4	1320,04	683,04	0	0	0	0	0	383,04
8968	806,58	1838,4	230,3	1619,96	2527,96	0	0	11,87	23,73	0	1627,96
8969	662,62	3258,44	1445,94	1885,3	0	0	0	72,8	145,59	0	0
8970	662,62	1894,31	-2	1896,31	2,01	0	0	0	0	0	2,01
8971	662,62	1012,53	673,25	373	675	0	0	33,71	67,42	0	375
8972	662,62	767,06	22,33	746	1350	0	0	1,27	2,53	0	750
8973	662,62	392,02	20,07	373	675	0	0	1,05	2,11	0	375
8974	662,62	1887,59	-2	1889,59	2,01	0	0	0	0	0	2,01
8975	662,62	1889,62	-4	1893,62	8,04	0	0	0	0	0	8,04
8976	662,62	1877,64	801,05	1117	2025	0	0	40,4	80,8	0	1125
8977	989,03	3907,16	4221,74	-6	0	97,24	97,24	211,34	422,67	0	0
8978	989,03	1142,06	1204,33	-2	0	0	0	60,27	120,53	0	0
8979	989,03	3620,56	3909,32	-12	0	0	0	145,31	290,61	131,45	0
8980	989,03	1323,52	-4	1327,52	683,04	0	0	0	0	0	383,04
8981	989,03	2763,34	1144,61	1692,39	1350	0	0	47,37	94,74	26,29	750
8982	989,03	3516,61	2156,4	1490	2700	0	0	94,74	189,48	35,05	1500
