idhh	dwt	ils_dispy	ils_origy	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicee	ils_sicer	ils_sicse	ils_bennt
56736	1902,55	1095,2	404,58	744	1350	0	0	0	0	53,38	750
56737	467,21	4115,42	4349,18	-8	0	8,05	8,05	217,71	435,42	0	0
56738	467,21	4128,87	4419,57	-8	0	61,42	61,42	221,28	442,56	0	0
56739	467,21	3315,67	3534,6	-6	0	0	0	154,43	308,86	58,5	0
56740	467,21	1883,21	2077,81	-8	0	0	0	52,76	105,53	133,84	0
56741	1075,8	4140,84	4428,14	-8	0	0	0	185,55	371,11	93,74	0
56742	626,13	2346,09	18,95	2328,34	675	0	0	1,2	2,4	0	375
56743	626,13	1994,7	1730,95	367	675	0	0	76,67	153,35	26,58	375
56744	626,13	3870,84	4083,3	-8	0	0	0	204,47	408,93	0	0
56745	1054,76	4534,87	4994,89	-2	0	133,02	133,02	0	0	325	0
56746	1054,76	1778,54	1876,46	-4	0	0	0	93,92	187,85	0	0
56747	1110,99	3412,06	3611,6	-4	0	14,86	14,86	180,68	361,36	0	0
56748	1110,99	3004,43	2143,9	968,07	0	0	0	107,55	215,09	0	0
56749	145,33	1642,3	948	742	1350	0	0	47,7	95,4	0	750
56750	145,33	4985,12	5360,01	-6	0	104,73	104,73	43,46	86,92	220,7	0
56751	145,33	2946,81	2149,36	975,18	0	0	0	63,96	127,93	113,76	0
56752	145,33	1625,41	713,65	947,69	0	0	0	35,93	71,87	0	0
56753	145,33	5776,47	1411,46	4512,38	4725	0	0	24,04	48,08	123,33	2625
56754	145,33	4064,4	2489,58	1899,38	0	0	0	0	0	324,56	0
56755	248,46	958,72	-2	960,72	2,01	0	0	0	0	0	2,01
56756	248,46	2978,43	3139,5	-4	0	0	0	157,08	314,15	0	0
56757	248,46	1654,25	1355,32	367	675	0	0	68,07	136,13	0	375
56758	248,46	2003,27	2115,23	-6	0	0	0	105,96	211,92	0	0
56759	248,46	1598,32	1303,12	361	675	0	0	65,81	131,61	0	375
56760	248,46	2724,57	2962,95	-6	0	9,91	9,91	18,8	37,6	203,67	0
56761	248,46	5754,1	6599,48	-10	0	420,3	420,3	90,09	180,17	325	0
56762	846,37	615,67	279,24	373	675	0	0	0	0	36,56	375
56763	846,37	3930,11	4198,94	-8	0	50,68	50,68	210,15	420,29	0	0
56764	846,37	10524,32	12364,48	-6	0	1215,79	1215,79	618,37	1236,75	0	0
56765	3072,21	3271,47	1542,99	1929,46	0	0	0	0	0	200,98	0
56766	3072,21	2327,08	1668,82	742	1350	0	0	83,74	167,48	0	750
56767	1276,36	2725,43	2879,67	-10	0	0	0	144,23	288,47	0	0
56768	1276,36	1030,88	1089,5	-4	0	0	0	54,63	109,25	0	0
56769	1276,36	2483,67	1843,04	740	1350	0	0	88,21	176,42	11,17	750
56770	1276,36	1268,68	945,08	371	675	0	0	47,4	94,81	0	375
56771	178,48	2096,83	-4	2100,83	0	0	0	0	0	0	0
56772	178,48	4559,59	3040,59	1899,86	0	55,86	55,86	0	0	325	0
56773	178,48	2217,66	1011,86	1337,73	675	0	0	0	0	131,93	375
56774	178,48	1917,04	2208,54	-4	0	0	0	0	0	287,5	0
56775	178,48	1887,91	-4	1891,91	12,09	0	0	0	0	0	12,09
56776	178,48	1649,81	953,69	744	1350	0	0	47,88	95,77	0	750
56777	178,48	2450,97	1402,34	1119	2025	0	0	70,37	140,73	0	1125
56778	178,48	1317,95	-4	1321,95	683,04	0	0	0	0	0	383,04
56779	493,35	3047,83	3242,57	-8	0	0	0	147,16	294,31	39,58	0
56780	493,35	3772,44	4062,05	-4	0	0	0	151,62	303,24	133,99	0
56781	493,35	2196,27	2532,24	-6	0	0	0	0	0	329,97	0
56782	493,35	1650,29	737,52	938,91	0	0	0	0	0	26,14	0
56783	493,35	1877,64	1588,31	369	675	0	0	79,67	159,33	0	375
56784	493,35	3244,08	2245,69	1119	2025	0	0	107,41	214,82	13,19	1125
56785	1619,12	5545,68	5877,48	-8	0	29,68	29,68	294,12	588,25	0	0
56786	1619,12	2740,83	1785,12	1117	2025	0	0	44,8	89,61	116,49	1125
56787	1619,12	1905,25	-10	1915,25	3425,25	0	0	0	0	0	1925,25
56788	1347,1	9855,31	11599,06	-8	0	1059,51	1059,51	520,1	1040,21	156,13	0
56789	1347,1	3729,77	4124,85	-8	0	4,83	4,83	57,25	114,5	325	0
56790	152,39	965,29	623,52	373	675	0	0	31,23	62,45	0	375
56791	152,39	2157,12	1489,86	742	1350	0	0	74,74	149,49	0	750
56792	152,39	1277,92	1030,66	373	675	0	0	5,15	10,31	120,59	375
56793	152,39	2863,52	964,73	1947,08	0	0	0	48,29	96,57	0	0
56794	152,39	1460,34	821,53	746	1350	0	0	0	0	107,19	750
56795	152,39	3136,7	1385,8	1763,83	0	0	0	12,93	25,85	0	0
56796	152,39	2359,54	130,37	2236,04	1577,68	0	0	6,87	13,74	0	1277,68
56797	152,39	507,24	307,08	240,34	0	0	0	0	0	40,18	0
56798	509,52	6188,62	-5	6193,62	15,09	0	0	0	0	0	15,09
56799	509,52	1884,86	-3	1887,86	6,04	0	0	0	0	0	6,04
56800	509,52	2581,05	2727,79	-10	0	0	0	136,74	273,48	0	0
56801	509,52	3028,11	-9	3037,11	2070,25	0	0	0	0	0	1170,25
56802	509,52	3704,03	2115,78	1864,86	0	0	0	0	0	276,61	0
56803	509,52	5191,09	4796,41	928,43	0	0	0	56,69	113,37	477,06	0
56804	1034,07	11070,79	13366,76	-4	0	1901,63	1901,63	65,34	130,68	325	0
56805	1034,07	1377,84	671,78	740	1350	0	0	33,94	67,88	0	750
56806	1034,07	1195,55	298,14	936,43	0	0	0	0	0	39,02	0
56807	2445,59	849,23	547,69	373	675	0	0	0	0	71,46	375
56808	2445,59	4003,94	4323,25	-8	0	61,71	61,71	195,75	391,5	53,85	0
56809	226,05	2645,05	2980,88	-6	0	4,83	4,83	0	0	325	0
56810	226,05	1901,7	-4	1905,7	8,04	0	0	0	0	0	8,04
56811	226,05	4495,45	4969,13	-10	0	214,77	214,77	248,91	497,81	0	0
56812	226,05	2055,19	1384,88	740	1350	0	0	69,69	139,39	0	750
56813	1201,5	2795,48	2951,29	-8	0	0	0	147,81	295,63	0	0
56814	1201,5	5721,11	6221,45	-8	0	52,9	52,9	231,25	462,5	208,19	0
56815	1201,5	-8	-4	-4	0	0	0	0	0	0	0
56816	1201,5	1325,87	-4	1329,87	683,04	0	0	0	0	0	383,04
56817	1201,5	1610,03	909,66	746	1350	0	0	45,63	91,27	0	750
56818	3845,6	21019,63	25474,35	-8	0	3796,72	3796,72	0	0	650	0
56819	1178,98	1662,97	969,81	742	1350	0	0	48,84	97,68	0	750
56820	1178,98	3365,69	3011,74	746	1350	0	0	0	0	392,05	750
56821	209,3	1052,5	721,84	367	675	0	0	36,34	72,68	0	375
56822	209,3	1428,39	718,46	746	1350	0	0	36,07	72,15	0	750
56823	209,3	1697,73	-9	1706,73	1350	0	0	0	0	0	750
56824	209,3	1012,32	1130,72	-4	0	0	0	20,61	41,23	93,79	0
56825	209,3	1993	250,67	1755,21	1096,48	0	0	12,88	25,77	0	796,48
56826	209,3	2158,54	397,96	1780,93	1585,46	0	0	20,35	40,7	0	985,46
56827	209,3	1467,52	1152,18	373	675	0	0	57,66	115,32	0	375
56828	1096,19	3301,5	3589,87	-8	0	0	0	116,69	233,38	163,69	0
56829	1096,19	8709,02	511,95	8484,55	0	261,54	261,54	25,95	51,9	0	0
56830	1096,19	3905,66	4115,43	-4	0	0	0	205,77	411,54	0	0
56831	1096,19	1268,33	1029,27	373	675	0	0	0	0	133,94	375
56832	2146,5	1662,65	969,42	742	1350	0	0	48,77	97,54	0	750
56833	2146,5	2702,26	2063,8	742	1350	0	0	103,54	207,08	0	750
56834	2146,5	683,37	310,37	373	675	0	0	0	0	0	375
56835	274,42	1952,64	-4	1956,64	8,04	0	0	0	0	0	8,04
56836	274,42	2123,9	2242,21	-6	0	0	0	112,31	224,62	0	0
56837	274,42	730	-10	740	1350	0	0	0	0	0	750
56838	274,42	3096,18	3267,82	-8	0	0	0	163,64	327,28	0	0
56839	274,42	1546,96	1235,8	373	675	0	0	61,84	123,68	0	375
56840	274,42	3025,3	3191,05	-6	0	0	0	159,75	319,51	0	0
56841	274,42	4114,12	4361,91	-8	0	21,44	21,44	218,35	436,69	0	0
56842	274,42	4096,66	4326,77	-4	0	9,67	9,67	216,44	432,88	0	0
56843	1308,01	2944,81	2055,54	992,3	0	0	0	103,03	206,05	0	0
56844	1308,01	1932,76	-4	1936,76	8,04	0	0	0	0	0	8,04
56845	1385,06	16984,67	22088,03	-4	0	4028,38	4028,38	1070,97	2141,93	0	0
56846	1385,06	2021,65	2130,21	-2	0	0	0	106,56	213,12	0	0
56847	1385,06	320,83	-2	322,83	2,01	0	0	0	0	0	2,01
56848	1385,06	7140,58	7954,58	-8	0	405,6	405,6	75,4	150,8	325	0
56849	198,78	1196,09	866,46	373	675	0	0	43,37	86,75	0	375
56850	198,78	2835,3	927,15	1937,19	0	0	0	29,04	58,08	0	0
56851	198,78	1664,15	1368	365	675	0	0	68,85	137,7	0	375
56852	198,78	4109,95	4337,09	-6	0	4,08	4,08	217,05	434,11	0	0
56853	198,78	2726,24	515,81	2236,82	3450,82	0	0	26,39	52,78	0	2250,82
56854	198,78	3910,79	308,85	3617,94	2026,29	0	0	15,99	31,98	0	1726,29
56855	198,78	2385,47	2120,6	371	675	0	0	106,13	212,26	0	375
56856	1593,39	-1,99	-2	0,01	2,01	0	0	0	0	0	2,01
56857	1593,39	4170,94	4394,78	-4	0	0	0	219,84	439,68	0	0
56858	1593,39	945,3	-6	951,3	0	0	0	0	0	0	0
56859	1599,52	8748,5	-5	9500,41	15,09	746,91	746,91	0	0	0	15,09
56860	1599,52	1762,54	1943,46	-4	0	0	0	47,49	94,98	129,43	0
56861	1599,52	9851,95	11346,14	-8	0	886,82	886,82	547,59	1095,19	51,77	0
56862	2571,31	2243,63	2578,63	-10	0	0	0	0	0	325	0
56863	2571,31	6212,04	-6	6765,25	0	547,21	547,21	0	0	0	0
56864	2571,31	2026,27	1472,02	746	1350	0	0	0	0	191,75	750
56865	1811,99	754,09	-5	759,09	1365,09	0	0	0	0	0	765,09
56866	1811,99	1305,83	-2	1307,83	2,01	0	0	0	0	0	2,01
56867	1811,99	6467,06	3705,98	3039,59	0	43,57	43,57	154,6	309,2	80,34	0
56868	233,59	1840,57	1154,5	744	1350	0	0	57,92	115,85	0	750
56869	233,59	1224,73	304,2	960,73	0	0	0	0	0	40,2	0
56870	233,59	3297,85	1914,41	1539,44	0	1,28	1,28	0	0	154,72	0
56871	233,59	3471,39	3710,38	-4	0	0	0	154,6	309,2	80,39	0
56872	233,59	4741,68	4925,14	-14	0	0	0	169,46	338,92	0	0
56873	233,59	1704,3	1410,16	365	675	0	0	70,86	141,72	0	375
56874	233,59	964,74	-2	966,74	2,01	0	0	0	0	0	2,01
56875	2035,33	4296,94	2499,29	1922,76	0	0	0	125,11	250,23	0	0
56876	2035,33	2845,22	3008,08	-12	0	0	0	150,85	301,71	0	0
56877	2035,33	1576,33	96,56	1484,74	837,91	0	0	4,98	9,96	0	537,91
56878	2035,33	1318,36	999,59	369	675	0	0	50,23	100,46	0	375
56879	2035,33	4452,47	4848,77	-8	0	145,51	145,51	242,79	485,58	0	0
56880	836,13	3801,12	2024,84	1877,82	0	0	0	101,54	203,08	0	0
56881	836,13	1800,48	1504,87	371	675	0	0	75,39	150,79	0	375
56882	836,13	1885,86	-4	1889,86	8,04	0	0	0	0	0	8,04
56883	920,26	1578,9	960	742	1350	0	0	1,55	3,1	121,55	750
56884	920,26	11100,79	14203	-6	0	2385,81	2385,81	710,4	1420,8	0	0
56885	191,8	1061,07	352,73	755,24	1363,24	0	0	0	0	46,9	763,24
56886	191,8	1885,86	-4	1889,86	8,04	0	0	0	0	0	8,04
56887	191,8	2086,97	1806,44	371	675	0	0	90,47	180,94	0	375
56888	191,8	-1,99	-1	-0,99	1,01	0	0	0	0	0	1,01
56889	191,8	1778,48	1192,55	742	1350	0	0	0	0	156,07	750
56890	191,8	1803,43	1904,87	-6	0	0	0	95,44	190,89	0	0
56891	191,8	2235,86	-8	2243,86	675	0	0	0	0	0	375
56892	191,8	2465,39	1976,91	746	1350	0	0	0	0	257,52	750
56893	226,21	1117,07	1281,37	-4	0	0	0	4,16	8,33	156,14	0
56894	226,21	1684,19	1386,88	367	675	0	0	69,69	139,39	0	375
56895	226,21	948,84	-2	950,84	2,01	0	0	0	0	0	2,01
56896	226,21	1078,85	227,31	863,15	1469,15	0	0	11,62	23,23	0	869,15
56897	226,21	3841,16	2236,16	1897,66	0	1,44	1,44	0	0	291,22	0
56898	226,21	2926,2	713,32	2248,85	2025	0	0	35,97	71,93	0	1125
56899	226,21	1636,69	-4	1640,69	683,04	0	0	0	0	0	383,04
56900	1296,87	4029,36	4250,07	-8	0	0	0	212,7	425,41	0	0
56901	1296,87	2929,05	3377,12	-8	0	0	0	0	0	440,07	0
56902	1296,87	2275,18	890,08	1484	2700	0	0	11,64	23,28	87,26	1500
56903	2101,75	2727,7	2879,89	-8	0	0	0	144,19	288,39	0	0
56904	1697,97	3070,7	3369,04	-6	0	0	0	91,35	182,7	200,98	0
56905	1697,97	2634,09	2879,12	-10	0	0	0	87,61	175,21	147,42	0
56906	1697,97	2818,15	1591,8	1334,86	0	0	0	61,84	123,68	46,67	0
56907	1697,97	2050,93	1774,98	365	675	0	0	89,05	178,1	0	375
56908	1497,51	3847,82	4056,71	-6	0	0	0	202,89	405,77	0	0
56909	1497,51	3534,17	2498,65	1160,56	0	0	0	125,03	250,06	0	0
56910	1497,51	3334,85	3658,03	-8	0	0	0	100,8	201,6	214,38	0
56911	1497,51	3357,84	3776,03	-4	0	0	0	48,1	96,2	366,09	0
56912	2553,88	2927,56	3089,98	-4	0	3,82	3,82	154,6	309,2	0	0
56913	2553,88	3134,29	2331,73	952,73	0	0	0	96,57	193,15	53,59	0
56914	2553,88	2699,95	1731,73	1117	2025	0	0	48,29	96,57	100,49	1125
56915	199,82	2790,22	1009,86	1912,29	0	0	0	0	0	131,93	0
56916	199,82	2403,13	2734,13	-6	0	0	0	0	0	325	0
56917	199,82	3218,22	1388,93	1879,82	0	0	0	0	0	50,53	0
56918	199,82	2422,49	605,01	1882,82	0	0	0	0	0	65,34	0
56919	199,82	5076,56	-1	5327,81	1,01	250,25	250,25	0	0	0	1,01
56920	199,82	1694,9	1362,11	373	675	0	0	40,21	80,42	0	375
56921	231,04	0,04	-4	4,04	8,04	0	0	0	0	0	8,04
56922	231,04	1810,6	1908	-2	0	0	0	95,4	190,8	0	0
56923	231,04	1270	1339	-2	0	0	0	67	134	0	0
56924	231,04	3313,57	3494,44	-6	0	0	0	174,87	349,74	0	0
56925	231,04	2484,4	2659,42	-2	0	0	0	108,02	216,04	65	0
56926	439,4	2545,24	2685,73	-6	0	0	0	134,49	268,97	0	0
56927	439,4	807,16	858,38	-8	0	0	0	43,22	86,44	0	0
56928	439,4	1138,47	22,97	1117	2025	0	0	1,5	3	0	1125
56929	439,4	1876,07	402,83	1525,4	2137,4	0	0	1,02	2,05	51,13	1537,4
56930	439,4	2284,08	2413,03	-8	0	0	0	120,95	241,9	0	0
56931	2116,57	25681,97	23049,72	8572,4	0	4829,3	4829,3	1110,85	2221,7	0	0
56932	942,67	11499,52	7283,3	5425,32	0	884,1	884,1	0	0	325	0
56933	942,67	3075,31	512,95	2629,82	1350	0	0	0	0	67,46	750
56934	942,67	2964,1	3124,43	-4	0	0	0	156,32	312,64	0	0
56935	1736,62	3373,94	3592,37	-6	0	32,56	32,56	179,87	359,74	0	0
56936	1736,62	2409,73	2545,13	-4	0	0	0	124,91	249,82	6,5	0
56937	1736,62	5330,54	-4	5639,88	8,04	305,34	305,34	0	0	0	8,04
56938	1112,49	952,31	-1	953,31	1,01	0	0	0	0	0	1,01
56939	1112,49	1972,19	1692,2	365	675	0	0	85,01	170,02	0	375
56940	1112,49	1908,64	-4	1912,64	8,04	0	0	0	0	0	8,04
56941	224,78	2650,53	2429,67	367	675	0	0	106,56	213,12	39,58	375
56942	224,78	1059,02	329,6	746	1350	0	0	16,58	33,16	0	750
56943	224,78	2639,48	2470,22	369	675	0	0	76,11	152,23	123,62	375
56944	224,78	3604,38	4086,78	-12	0	0	0	38,79	77,57	431,61	0
56945	224,78	4603,71	4857,87	-8	0	0	0	241,26	482,52	4,9	0
56946	224,78	1658,23	1355,08	371	675	0	0	67,85	135,71	0	375
56947	224,78	392,94	196,05	206,94	212,94	0	0	10,05	20,11	0	212,94
56948	165,64	8397,15	4611,06	4262,58	0	245,69	245,69	230,8	461,61	0	0
56949	165,64	2428,12	2566,92	-10	0	0	0	128,8	257,59	0	0
56950	165,64	2571,24	2713,09	-6	0	0	0	135,85	271,71	0	0
56951	165,64	2734,33	2889,19	-10	0	0	0	144,86	289,72	0	0
56952	165,64	1857,34	1957,25	-2	0	0	0	97,91	195,83	0	0
56953	165,64	1405,77	694,6	746	1350	0	0	34,83	69,66	0	750
56954	1614,42	977,34	694,94	373	675	0	0	0	0	90,6	375
56955	1614,42	4271,58	395,17	3932,71	0	36,29	36,29	20,01	40,02	0	0
56956	1614,42	3104,31	2483,06	944,83	0	0	0	0	0	323,58	0
56957	65991,33	11908,15	14306,54	-4	0	1704,08	1704,08	690,32	1380,63	0	0
56958	274,4	16648,28	19127,94	-10	0	1478,39	1478,39	0	0	991,27	0
56959	274,4	1907,76	2198,02	-4	0	0	0	0	0	286,26	0
56960	274,4	2027,12	1390,86	742	1350	0	0	47,49	94,98	58,24	750
56961	274,4	1028,43	1189,75	-6	0	0	0	0	0	155,32	0
56962	274,4	2852,53	-4	2856,53	8,04	0	0	0	0	0	8,04
56963	281,49	1758,66	1068,27	744	1350	0	0	53,61	107,23	0	750
56964	281,49	2224,34	2350,15	-8	0	0	0	117,81	235,62	0	0
56965	281,49	1517,71	892,82	742	1350	0	0	0	0	117,11	750
56966	281,49	3446,12	3634,02	-6	0	0	0	181,9	363,8	0	0
56967	281,49	2183,3	1122,74	1117	2025	0	0	56,44	112,87	0	1125
56968	281,49	2045,53	1765,03	369	675	0	0	88,5	177	0	375
56969	281,49	937,12	-2	939,12	2,01	0	0	0	0	0	2,01
56970	1239,68	3304,87	3483,13	-4	0	0	0	174,26	348,51	0	0
56971	1239,68	1221,23	1289,88	-4	0	0	0	64,64	129,29	0	0
56972	1239,68	1538,29	1231,09	369	675	0	0	61,8	123,61	0	375
56973	763,02	16,16	-8	24,16	32,16	0	0	0	0	0	32,16
56974	763,02	4534,94	2782,75	1895,66	0	4,08	4,08	139,39	278,78	0	0
56975	763,02	2419,87	2553,71	-6	0	0	0	127,84	255,67	0	0
56976	170,45	5511,62	6102,59	-4	0	217,63	217,63	265,24	530,49	104,09	0
56977	170,45	1348,34	692,94	746	1350	0	0	0	0	90,6	750
56978	170,45	1521,57	892,06	746	1350	0	0	0	0	116,49	750
56979	170,45	1909,65	-2	1911,65	4,04	0	0	0	0	0	4,04
56980	170,45	6,09	-6	12,09	18,09	0	0	0	0	0	18,09
56981	170,45	4365,8	4789,94	-4	0	4,83	4,83	90,3	180,61	325	0
56982	170,45	373,01	-2	375,01	677,01	0	0	0	0	0	377,01
56983	170,45	1502,77	1189,29	373	675	0	0	59,51	119,03	0	375
56984	212,7	1296,29	1492,44	-2	0	0	0	0	0	194,15	0
56985	212,7	2973,9	-4	2977,9	0	0	0	0	0	0	0
56986	212,7	3949,69	643,16	3451,82	0	61,16	61,16	0	0	84,13	0
56987	212,7	1694,8	392,76	1321,83	675	0	0	19,79	39,58	0	375
56988	212,7	948,84	-2	950,84	2,01	0	0	0	0	0	2,01
56989	212,7	2973,2	3136,21	-6	0	0	0	157,01	314,02	0	0
56990	212,7	3178,19	3484,73	-8	0	23,96	23,96	112,01	224,02	162,57	0
56991	182,85	1534,62	1229,44	367	675	0	0	61,82	123,64	0	375
56992	182,85	1932,96	-4	1936,96	8,04	0	0	0	0	0	8,04
56993	182,85	2308,5	-4	2312,5	683,04	0	0	0	0	0	383,04
56994	182,85	1583,08	962,76	746	1350	0	0	0	0	125,68	750
56995	182,85	1314,74	635,76	744	1350	0	0	11,43	22,85	53,59	750
56996	182,85	1860,8	954,73	954,36	0	0	0	48,29	96,57	0	0
56997	1637,6	2083,98	427,88	1710,73	1350	0	0	1,03	2,06	53,59	750
56998	1637,6	967,83	-2	969,83	2,01	0	0	0	0	0	2,01
56999	1513,5	3042,2	3263,75	-10	0	0	0	133,61	267,22	77,94	0
57000	1513,5	5752,73	6339,28	-8	0	85,51	85,51	207,24	414,49	285,79	0
57001	1513,5	4588,08	4892,79	-12	0	47,62	47,62	245,09	490,18	0	0
57002	1513,5	2554,99	189,82	2391,15	3301,15	0	0	0	0	25,98	2401,15
57003	3299,2	3192,82	2575,65	746	1350	0	0	128,83	257,67	0	750
57004	3299,2	5671,41	6190,84	-8	0	14,7	14,7	144,94	289,87	351,8	0
57005	1175,52	2078,68	2224,94	-8	0	0	0	94,93	189,86	43,33	0
57006	1175,52	1440,64	1147,3	367	675	0	0	47,67	95,33	26	375
57007	1175,52	952,31	-2	954,31	2,01	0	0	0	0	0	2,01
57008	2397,42	2557,72	2782,76	-6	0	0	0	89,61	179,21	129,43	0
57009	2397,42	2498,49	2636,41	-6	0	0	0	131,92	263,84	0	0
57010	2397,42	1313,19	998,57	365	675	0	0	50,38	100,76	0	375
57011	2397,42	3008,18	3338,7	-6	0	0	0	68,85	137,7	255,67	0
57012	173,75	2237	1596	849	675	0	0	0	0	208	375
57013	173,75	1990	1096	949	0	0	0	55	110	0	0
57014	173,75	2724	1497	1326	675	0	0	60	120	39	375
57015	173,75	2270,61	1997,54	373	675	0	0	99,93	199,85	0	375
57016	173,75	1908,64	-4	1912,64	8,04	0	0	0	0	0	8,04
57017	173,75	1329,17	-4	1333,17	683,04	0	0	0	0	0	383,04
57018	173,75	1731,4	1048,04	744	1350	0	0	47,66	95,31	12,99	750
57019	216,15	2178,6	2302	-8	0	0	0	115,4	230,8	0	0
57020	216,15	1886	-12	1898	0	0	0	0	0	0	0
57021	216,15	2161,53	1294,05	932,43	0	0	0	64,95	129,91	0	0
57022	216,15	3064,24	3442,47	-6	0	0	0	47,47	94,93	324,76	0
57023	1140,69	3208,39	1979,25	1488	2700	0	0	0	0	258,86	1500
57024	1140,69	2668,15	1784,13	1117	2025	0	0	0	0	232,98	1125
57025	1140,69	1901,7	-4	1905,7	8,04	0	0	0	0	0	8,04
57026	2016,39	4920,12	4263,87	948,3	0	78,6	78,6	213,44	426,89	0	0
57027	2016,39	1908,64	-4	1912,64	8,04	0	0	0	0	0	8,04
57028	2016,39	4098,18	4473,71	-10	0	0	0	135,6	271,2	229,93	0
57029	2341,64	8282,82	8989,77	-4	0	253,36	253,36	449,59	899,18	0	0
57030	2341,64	373,01	-2	375,01	677,01	0	0	0	0	0	377,01
57031	1222,66	2332,07	1674,07	742	1350	0	0	84	168,01	0	750
57032	1622,31	11895,32	7428,4	5782,76	0	784,08	784,08	271,94	543,89	259,81	0
57033	1622,31	3115,71	2492,17	948,3	0	0	0	0	0	324,76	0
57034	1622,31	2878,06	-8	2886,06	32,16	0	0	0	0	0	32,16
57035	1256,23	2235,82	2357,87	-4	0	0	0	118,04	236,09	0	0
57036	1256,23	3200,01	1535,99	1865	3375	0	0	0	0	200,98	1875
57037	1570,83	3418,57	3633,66	-6	0	27,26	27,26	181,83	363,67	0	0
57038	1570,83	1120,35	396,37	744	1350	0	0	20,02	40,04	0	750
57039	1570,83	686,62	727,13	-4	0	0	0	36,51	73,01	0	0
57040	1570,83	2377,46	2513,54	-10	0	0	0	126,08	252,15	0	0
57041	1570,83	3040,58	2217,4	1113	2025	0	0	0	0	289,82	1125
57042	1572,56	1828,21	1244,52	746	1350	0	0	0	0	162,31	750
57043	1572,56	2548,68	1897,66	746	1350	0	0	94,98	189,97	0	750
57044	1572,56	8089,94	8782,96	-8	0	181,9	181,9	399,57	799,15	103,55	0
57045	1572,56	1412,77	1491,44	-4	0	0	0	74,67	149,34	0	0
57046	2086,37	5105,19	5215,6	297,98	0	70,74	70,74	213,22	426,44	124,43	0
57047	2086,37	2215,98	1968,15	357	675	0	0	92,98	185,97	16,18	375
57048	2086,37	651,76	295,69	371	675	0	0	14,93	29,87	0	375
57049	229,2	2496	2636	-8	0	0	0	132	264	0	0
57050	229,2	10250,13	12341	-6	0	1419,67	1419,67	587,2	1174,4	78	0
57051	229,2	2235,1	2357	-4	0	0	0	117,9	235,8	0	0
57052	229,2	2569,37	2711,02	-6	0	0	0	135,65	271,3	0	0
57053	229,2	1814,53	1127,09	744	1350	0	0	56,55	113,11	0	750
57054	229,2	2843,91	2997,8	-4	0	0	0	149,89	299,78	0	0
57055	183,64	2267,6	-8	2275,6	675	0	0	0	0	0	375
57056	183,64	2769,96	995,27	1904,6	0	0	0	0	0	129,91	0
57057	183,64	2150,91	2363,26	-6	0	0	0	63,45	126,91	142,89	0
57058	183,64	1676,35	1068,05	742	1350	0	0	3,79	7,58	129,91	750
57059	183,64	1908,64	-4	1912,64	8,04	0	0	0	0	0	8,04
57060	183,64	1463,83	825,69	746	1350	0	0	0	0	107,86	750
57061	183,64	1875,26	1243,76	742	1350	0	0	32,56	65,12	77,94	750
57062	183,64	1565,5	192,89	1394,6	2002,6	0	0	2,5	5	19,49	1402,6
57063	720,81	1833,69	1541,99	369	675	0	0	77,3	154,6	0	375
57064	720,81	958,73	-4	962,73	0	0	0	0	0	0	0
57065	720,81	9167,47	10949,5	-6	0	1418,63	1418,63	32,4	64,79	325	0
57066	210,72	3904,94	4496,06	-6	0	0	0	0	0	585,12	0
57067	210,72	1683,6	396,18	1339,44	675	0	0	0	0	52,02	375
57068	210,72	2315,68	1772,61	744	1350	0	0	18,85	37,7	182,08	750
57069	210,72	2383,22	2131,39	371	675	0	0	98,94	197,88	20,22	375
57070	210,72	4538	4790,49	-8	0	4,66	4,66	239,82	479,65	0	0
57071	210,72	5653,72	5991,61	-6	0	32,11	32,11	299,78	599,56	0	0
57072	210,72	2046,04	1494,9	746	1350	0	0	0	0	194,86	750
57073	288,85	980,56	698,49	373	675	0	0	0	0	90,93	375
57074	288,85	3142,64	3491,44	-6	0	17,8	17,8	0	0	325	0
57075	288,85	1907,01	-2	1909,01	2,01	0	0	0	0	0	2,01
57076	288,85	4303,1	1666,94	2853,9	0	0	0	0	0	217,74	0
57077	288,85	1277,27	611,21	744	1350	0	0	0	0	77,94	750
57078	288,85	2607,08	2752,98	-8	0	0	0	137,9	275,8	0	0
57079	288,85	2175,27	1901,6	369	675	0	0	95,33	190,66	0	375
57080	38,54	1840,56	-4	1844,56	8,04	0	0	0	0	0	8,04
57081	38,54	5712,92	133,42	5943,78	89,2	346,42	346,42	0	0	17,86	89,2
57082	38,54	2855,8	2196	945,93	0	0	0	0	0	286,13	0
57083	38,54	1686,77	1024,78	742	1350	0	0	33,83	67,66	46,18	750
57084	38,54	3656,87	3126,16	951,87	0	96,17	96,17	0	0	325	0
57085	38,54	1903,9	-4	1907,9	8,04	0	0	0	0	0	8,04
57086	38,54	4880,78	5152,82	-14	0	0	0	258,04	516,08	0	0
57087	38,54	2192,59	2314,57	-6	0	0	0	115,98	231,96	0	0
57088	38,54	1745,41	-4	1749,41	8,04	0	0	0	0	0	8,04
57089	38,54	3758,73	1196,55	2597,2	0	0	0	35,02	70,03	0	0
57090	3006,89	2769,66	2837,71	-4	0	12,53	12,53	51,51	103,03	0	0
57091	3006,89	4062,87	3954,35	357,63	0	15,28	15,28	175,31	350,61	58,53	0
57092	3006,89	3879,8	-4	3883,8	8,04	0	0	0	0	0	8,04
